mesh_level,mesh_level_index,omega_rad_s,topology_mode,design_v2_canonical_sha256,design_v2_git_blob_id,design_v3_canonical_sha256,design_v3_git_blob_id,connector_gap_coefficient,component,panel_count,minimum_panel_area_m2,maximum_panel_area_m2,median_panel_area_m2,mean_sqrt_area_m,median_sqrt_area_m,minimum_edge_length_m,maximum_aspect_ratio,maximum_skewness_deg,minimum_corner_angle_deg,maximum_corner_angle_deg,maximum_warp_deg,poor_panel_count,poor_panel_fraction,finite_positive_geometry,duplicate_panel_count,component_gate_pass,component_gate_status,requested_near_radial_step_m,realized_near_radial_step_m,requested_outer_radial_step_max_m,realized_outer_radial_step_m,configured_outer_radial_layer_count,realized_outer_radial_layer_count,base_theta_count,final_wall_theta_count,requested_bottom_core_radial_layer_count,realized_bottom_core_radial_layer_count,bottom_core_structured_panel_count,top_connector_minimum_angle_deg,top_connector_maximum_aspect_ratio,bottom_connector_minimum_angle_deg,bottom_connector_maximum_aspect_ratio,transition_median_sqrt_area_m,manifold_status,orientation_status,waterline_status,self_intersection_status,actual_top_outer_radius_m,actual_bottom_outer_radius_m,combined_geometry_hash,production_source_hash,runtime_provenance,error_identifier,error_message
MESH_L3,3,0.5,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,bottom,3556,0.0415267181074218,662.266770592071,318.220517359752,12.6320820774126,17.8387364283391,0.204675907355603,7.73516831844286,51.9804388404248,38.0195611595752,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.3485738688636,4,19,56,112,12,12,868,38.0195611595752,1.62292121046737,38.0195611595752,1.62292121046737,12.6733720911361,PASS,PASS,PASS,PASS,689.245807016818,524.434355262614,ab870123c397381b2a81d173d557abd89a450a0b2cda9a77ee70dc0be4c94f9e,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L3,3,0.5,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,farfield,1904,300.67173553503,388.789633867559,344.730684701294,18.5526589885329,18.5669244814884,10.1311152884218,3.81611776992685,1.53790988099574,88.4620901190043,91.5379098809957,1.4787793334711e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.3485738688636,4,19,56,112,12,12,868,38.0195611595752,1.62292121046737,38.0195611595752,1.62292121046737,12.6733720911361,PASS,PASS,PASS,PASS,689.245807016818,524.434355262614,ab870123c397381b2a81d173d557abd89a450a0b2cda9a77ee70dc0be4c94f9e,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,body,192,0.739049755021611,0.942747006482709,0.814004168309055,0.899901370359355,0.902189145691737,0.698109849247914,1.40403606215522,29.2527305045578,66.5620538048336,119.252730504558,7.58291583832407,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,4,4,192,37.5229803176458,1.63984393688748,37.5229803176458,1.63984393688748,3.76742079729467,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,4e2560e62580e290efc2e41720002d8f8c57c07af2414aa465ae8d608d5d73b4,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,free_surface,480,5.02967236261267,84.1381549230938,49.9607781935082,5.62443326421112,7.06829386722908,0.980171403034624,3.82586146484281,52.4770196823542,37.5229803176458,99.3290393445886,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,4,4,192,37.5229803176458,1.63984393688748,37.5229803176458,1.63984393688748,3.76742079729467,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,4e2560e62580e290efc2e41720002d8f8c57c07af2414aa465ae8d608d5d73b4,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,bottom,608,0.195312500007431,84.1381549230938,7.77313001778382,3.68288433095716,2.7880333602351,0.44194173825,3.82586146484281,52.4770196823542,37.5229803176458,135,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,4,4,192,37.5229803176458,1.63984393688748,37.5229803176458,1.63984393688748,3.76742079729467,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,4e2560e62580e290efc2e41720002d8f8c57c07af2414aa465ae8d608d5d73b4,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,farfield,192,111.76849968211,124.697143347677,118.232821514893,10.8707804754259,10.8734916891904,6.34538866524015,2.6957847399668,0.632942214117605,89.3670577858824,90.6329422141176,1.4787793334711e-06,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,4,4,192,37.5229803176458,1.63984393688748,37.5229803176458,1.63984393688748,3.76742079729467,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,4e2560e62580e290efc2e41720002d8f8c57c07af2414aa465ae8d608d5d73b4,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,body,300,0.466784818516517,0.608129616389175,0.519585775432755,0.720984429031345,0.720822984811636,0.557360828109397,1.40768945026193,29.5094893500022,65.2486095720126,119.509489350002,6.49915624280425,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,7,7,380,37.756403667167,1.63191216684896,37.756403667167,1.63191216684896,3.0984240140721,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,73282da37e82f4a8abc02e2757a13f525c72de0463af6cc07e3ba1f4723b6073,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,free_surface,760,3.05047206555219,47.2978538252418,29.5838612508343,4.52484539831279,5.43910482072503,0.784590956591433,3.82364845645404,52.243596332833,37.756403667167,99.9871926359353,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,7,7,380,37.756403667167,1.63191216684896,37.756403667167,1.63191216684896,3.0984240140721,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,73282da37e82f4a8abc02e2757a13f525c72de0463af6cc07e3ba1f4723b6073,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,bottom,1060,0.105841953572747,47.2978538252418,4.86259121810652,2.76654239706943,2.20512839039057,0.351789605565353,3.82364845645404,52.243596332833,37.756403667167,135,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,7,7,380,37.756403667167,1.63191216684896,37.756403667167,1.63191216684896,3.0984240140721,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,73282da37e82f4a8abc02e2757a13f525c72de0463af6cc07e3ba1f4723b6073,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,farfield,320,66.5873648447805,75.3156528905404,70.9515088676604,8.42105641370777,8.42282919221383,5.07704498596559,2.52693278967363,0.506423285668944,89.4935767143311,90.5064232856689,1.20741826972573e-06,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,7,7,380,37.756403667167,1.63191216684896,37.756403667167,1.63191216684896,3.0984240140721,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,73282da37e82f4a8abc02e2757a13f525c72de0463af6cc07e3ba1f4723b6073,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,body,588,0.234131195130669,0.312429588071844,0.261403662059209,0.515651584165798,0.511276502549461,0.397414634867714,1.41088028264537,29.7422934746887,63.7439059459357,119.742293474689,5.01605271391314,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,12,12,868,38.0195611595752,1.62292121046738,38.0195611595752,1.62292121046738,2.24516600222657,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,5f9d55276912b69f8e622226e9ee07147ca6c9ce15e744d4325dc8379f8fe017,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,free_surface,1400,1.74944493785932,26.0119783227138,15.3909322129587,3.38556251244692,3.92312786089859,0.560704471902171,4.45867676429887,51.9804388404248,38.0195611595752,100.746591904438,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,12,12,868,38.0195611595752,1.62292121046738,38.0195611595752,1.62292121046738,2.24516600222657,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,5f9d55276912b69f8e622226e9ee07147ca6c9ce15e744d4325dc8379f8fe017,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,bottom,2044,0.0415267181074218,26.0119783227138,2.44156123473419,1.91600415555186,1.56254959432787,0.204675907355603,4.45867676429887,51.9804388404248,38.0195611595752,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,12,12,868,38.0195611595752,1.62292121046738,38.0195611595752,1.62292121046738,2.24516600222657,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,5f9d55276912b69f8e622226e9ee07147ca6c9ce15e744d4325dc8379f8fe017,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,b890e7dbb53e44a0f9fb64dd7ab531ef0e4d2726115a6f5b6525a129eb6a4155,2faa3379d45060e9a606c0b5427af4c696b65d38,09ed058bfef27cf9cf86ecb700208462199c59df531ae7ee77521439a8b353c5,f5c54db6952f488830aacda26e9c2b92486f29bd,0.4,farfield,560,37.8891641593212,43.2100351456113,40.5495996524662,6.36614160152019,6.36785675502097,3.62691729564765,2.82980843595854,0.361774155618264,89.6382258443817,90.3617741556183,1.4787793334711e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,12,12,868,38.0195611595752,1.62292121046738,38.0195611595752,1.62292121046738,2.24516600222657,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,5f9d55276912b69f8e622226e9ee07147ca6c9ce15e744d4325dc8379f8fe017,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,PASS_CURRENT_WORKTREE,,
